Periode;Soort uitgaven;Algemene categorie;Specifieke categorie;College/Collegelid;Omschrijving;Bedrag
1-1-2014;Materiele uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;;Boeken en abonnementen;99,9
1-1-2014;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;;Contributie personeel;100
1-1-2014;Personele uitgaven;Eigen personeel;Representatie voor eigen personeel;;Sociaal programma externe delegatie;100
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Brussel;102,6
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;OV abonnementen;105,93
1-1-2014;Materiele uitgaven;Diensten en middelen;Post-, koeriers- en transportdiensten;;Koeriersdiensten;106,9
1-1-2014;Materiele uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;;Boeken en abonnementen;118,7
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Cursus materiaal;119,79
1-1-2014;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;;Contributie personeel;121
1-1-2014;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;;Contributie personeel;121
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Cursus materiaal;122,97
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Servie;125,84
1-1-2014;Materiele uitgaven;Communicatie;Diversen communicatie;;Vertaling figuren;127,05
1-1-2014;Materiele uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;;Kantoorartikelen;130,97
1-1-2014;Materiele uitgaven;ICT;Spraak en Data verbindingen;;Verbindingen;131,39
1-1-2014;Personele uitgaven;Eigen personeel;Representatie voor eigen personeel;;Klein bewust belonen, cadeaubon(nen);139,6
1-1-2014;Personele uitgaven;Eigen personeel;Representatie voor eigen personeel;;Borrel met team;139,7
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Brussel;141
1-1-2014;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;;Contributie personeel;167,5
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Hongarije;179,7
1-1-2014;Materiele uitgaven;Diensten en middelen;Post-, koeriers- en transportdiensten;;Koeriersdiensten;181,12
1-1-2014;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;;Contributie personeel;188,43
1-1-2014;Materiele uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;;Diversen;197,08
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Training vaardigheden;200
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Training vaardigheden;200
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Training vaardigheden;200
1-1-2014;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Stuiveling;Contributie personeel;205
1-1-2014;Materiele uitgaven;Diensten en middelen;Consumptieve diensten;;Consumpties op de werkplek;212,03
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Servie;217,84
1-1-2014;Materiele uitgaven;Diensten en middelen;Afvalzorgmanagement;;Afvoer papier;223,68
1-1-2014;Materiele uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;;Diversen;227,48
1-1-2014;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;;Contributie personeel;238,98
1-1-2014;Materiele uitgaven;Diensten en middelen;Consumptieve diensten;;Onderhoud koffiemachines;260,68
1-1-2014;Materiele uitgaven;Diensten en middelen;Inrichting van gebouwen;;Klein onderhoud;266,2
1-1-2014;Materiele uitgaven;Communicatie;Relatiegeschenken;;Boeket;268
1-1-2014;Materiele uitgaven;ICT;Beheer, onderhoud programmatuur en software;;Onderhoud / licenties software;268,62
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Tunesie;270,25
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Training vaardigheden;272,25
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Training vaardigheden;272,25
1-1-2014;Materiele uitgaven;Huisvesting;Verhuizen;;Externe opslag;275,88
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Noorwegen;295,85
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;Visser;Buitenlandse dienstreis Noorwegen;295,85
1-1-2014;Materiele uitgaven;Vervoer/ en verblijfskosten;Verblijf extern;;Huur externe locatie;310
1-1-2014;Materiele uitgaven;Vervoer/ en verblijfskosten;Verblijf extern;;Huur externe locatie;310
1-1-2014;Materiele uitgaven;ICT;Spraak en Data verbindingen;;Vaste telefonie;313,46
1-1-2014;Materiele uitgaven;Diensten en middelen;Inrichting van gebouwen;;Diversen;314,6
1-1-2014;Materiele uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;;Diversen;317,95
1-1-2014;Personele uitgaven;Externe inhuur;Uitzendkrachten;;Diverse uitgaven;320,79
1-1-2014;Materiele uitgaven;Communicatie;Evenementen en congresorganisatie;;Buitenlandse dienstreis Portugal;326,46
1-1-2014;Materiele uitgaven;Communicatie;Evenementen en congresorganisatie;Stuiveling;Buitenlandse dienstreis Portugal;326,46
1-1-2014;Materiele uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;;Digitale informatiebronnen;328,91
1-1-2014;Materiele uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;;Digitale informatiebronnen;328,91
1-1-2014;Materiele uitgaven;Diensten en middelen;Inrichting van gebouwen;;Klein onderhoud;334,03
1-1-2014;Materiele uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;;Diversen;341,22
1-1-2014;Materiele uitgaven;Communicatie;Evenementen en congresorganisatie;;Website;344,85
1-1-2014;Materiele uitgaven;Diensten en middelen;Schoonmaken;;Extra schoonmaak jan 2014;348,79
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Inhoudelijke cursus of opleiding;355
1-1-2014;Personele uitgaven;Eigen personeel;Personeelsevenementen, - bijeenkomsten en recepties;;Optreden kerstlunch;371
1-1-2014;Personele uitgaven;Eigen personeel;Personeelsevenementen, - bijeenkomsten en recepties;;Presentatie materiaal;382,29
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Persoonlijke ontwikkeling;390
1-1-2014;Materiele uitgaven;Diensten en middelen;Consumptieve diensten;;Catering vergaderservice;394,59
1-1-2014;Materiele uitgaven;Diensten en middelen;Consumptieve diensten;;Catering vergaderservice;402,33
1-1-2014;Materiele uitgaven;Diensten en middelen;Risicobeheersen;;Beveiliging dec 2013;422,79
1-1-2014;Materiele uitgaven;Diensten en middelen;Risicobeheersen;;Beveiliging dec 2013;471,07
1-1-2014;Materiele uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;;Papier;471,9
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse Dienstreis Griekenland;476,48
1-1-2014;Materiele uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;;Kranten abonnement;481,49
1-1-2014;Materiele uitgaven;Diensten en middelen;Consumptieve diensten;;Catering vergaderservice;515,4
1-1-2014;Personele uitgaven;Eigen personeel;Representatie voor eigen personeel;;Huur kostuums 1814;522,72
1-1-2014;Materiele uitgaven;ICT;Beheer, onderhoud programmatuur en software;;Onderhoud / licenties software;536,94
1-1-2014;Materiele uitgaven;Diensten en middelen;Inrichting van gebouwen;;Klein onderhoud;544,5
1-1-2014;Materiele uitgaven;ICT;Aanschaf hardware;;Aanschaf hardware;553,6
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Luxemburg;575,57
1-1-2014;Materiele uitgaven;ICT;Aan externe partij uitbestede ICT dienstverlening;;Ondersteuning software;595,86
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Tunesie;602,31
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Tunesie;602,31
1-1-2014;Materiele uitgaven;Diensten en middelen;Inrichting van gebouwen;;Klein onderhoud;610,81
1-1-2014;Materiele uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;;Digitale informatiebronnen;619,88
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Verblijfskosten;635,5
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Jordanie;643
1-1-2014;Materiele uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;;Diversen;682,44
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Servie;685,87
1-1-2014;Materiele uitgaven;Diensten en middelen;Inrichting van gebouwen;;Klein onderhoud;714,31
1-1-2014;Materiele uitgaven;Diensten en middelen;Consumptieve diensten;;Catering vergaderservice;719,04
1-1-2014;Materiele uitgaven;ICT;Spraak en Data verbindingen;;Internetverbinding;727,21
1-1-2014;Materiele uitgaven;ICT;Spraak en Data verbindingen;;Internetverbinding;727,21
1-1-2014;Materiele uitgaven;ICT;Spraak en Data verbindingen;;Internetverbinding;727,21
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;Visser;Buitenlandse dienstreis Duitsland;753,09
1-1-2014;Materiele uitgaven;Diensten en middelen;Afvalzorgmanagement;;Afvalverwerking;813,07
1-1-2014;Materiele uitgaven;Diensten en middelen;Afvalzorgmanagement;;Afvalverwerking;813,07
1-1-2014;Personele uitgaven;Externe inhuur;Uitzendkrachten;;Vervanging kamerbewaarder;862,16
1-1-2014;Materiele uitgaven;Diensten en middelen;Inrichting van gebouwen;;Klein onderhoud;868,78
1-1-2014;Materiele uitgaven;Diensten en middelen;Schoonmaken;;Sanitaire voorzieningen;870,68
1-1-2014;Materiele uitgaven;Diensten en middelen;Schoonmaken;;Extra schoonmaak dec 2013;873,67
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Verblijfskosten;875
1-1-2014;Materiele uitgaven;Diensten en middelen;Consumptieve diensten;;Catering vergaderservice;911,03
1-1-2014;Materiele uitgaven;Diensten en middelen;Schoonmaken;;Ongediertebestrijding;934,25
1-1-2014;Materiele uitgaven;ICT;Spraak en Data verbindingen;;Mobiele telefonie;971,77
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Contributie personeel;1000
1-1-2014;Personele uitgaven;Eigen personeel;Uitgaven sociaal flankerend beleid;;Van Werk Naar Werk kosten;1000
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Luxemburg;1003,66
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Buitenlandse dienstreis Servie;1023,52
1-1-2014;Materiele uitgaven;Diensten en middelen;Risicobeheersen;;Beveiliging dec 2013;1065,72
1-1-2014;Materiele uitgaven;ICT;Spraak en Data verbindingen;;Vaste telefonie;1072,45
1-1-2014;Materiele uitgaven;ICT;Spraak en Data verbindingen;;Vaste telefonie;1149,51
1-1-2014;Materiele uitgaven;Diensten en middelen;Inrichting van gebouwen;;Klein onderhoud;1218,35
1-1-2014;Materiele uitgaven;ICT;Spraak en Data verbindingen;;Vaste telefonie;1307,66
1-1-2014;Materiele uitgaven;Diensten en middelen;Consumptieve diensten;;Onderhoud koffiemachines;1329,78
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Training vaardigheden;1350
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Training vaardigheden;1350
1-1-2014;Materiele uitgaven;Communicatie;Evenementen en congresorganisatie;;Zaalhuur;1350
1-1-2014;Materiele uitgaven;Diensten en middelen;Risicobeheersen;;Brandmeldinstallatie;1425,99
1-1-2014;Materiele uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;;Digitale informatiebronnen;1436,39
1-1-2014;Materiele uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;;Digitale informatiebronnen;1505,42
1-1-2014;Materiele uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;;Digitale informatiebronnen;1505,42
1-1-2014;Materiele uitgaven;Vervoer/ en verblijfskosten;Verblijf extern;;Huur meeting room;1556,18
1-1-2014;Materiele uitgaven;ICT;Aan externe partij uitbestede ICT dienstverlening;;Hosting;1557,88
1-1-2014;Materiele uitgaven;Bijdrage Shared Service Organisatie;Doc-Direkt;;Scannen documenten;1587,9
1-1-2014;Personele uitgaven;Eigen personeel;Instroom, doorstroom en uitstroom van personeel;;Reintegratie begeleiding;1675
1-1-2014;Materiele uitgaven;Huisvesting;Verhuizen;;Interne verhuizing;1721,77
1-1-2014;Materiele uitgaven;Communicatie;Vertaaldiensten;;Tolk vertaler;1725,56
1-1-2014;Materiele uitgaven;Communicatie;Vertaaldiensten;;Tolk vertaler;1730,94
1-1-2014;Materiele uitgaven;Communicatie;Diversen communicatie;;Onderhoud websites F16, VO-online, kredietcrisis;1758,75
1-1-2014;Materiele uitgaven;Diensten en middelen;Schoonmaken;;Sanitaire voorzieningen;1850,94
1-1-2014;Materiele uitgaven;Huisvesting;Verbruik van energie en water;;Elektra november 2013;1880,03
1-1-2014;Materiele uitgaven;Communicatie;Evenementen en congresorganisatie;;Registratieservices;1988,03
1-1-2014;Materiele uitgaven;Diensten en middelen;Post-, koeriers- en transportdiensten;;Postvoorziening;2045,59
1-1-2014;Materiele uitgaven;Diensten en middelen;Risicobeheersen;;Beveiliging dec 2013;2061,06
1-1-2014;Materiele uitgaven;Vervoer/ en verblijfskosten;Verblijf extern;;Huur meeting room;2068,89
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;OV abonnementen;2082,78
1-1-2014;Materiele uitgaven;ICT;Spraak en Data verbindingen;;Mobiele telefonie;2223,86
1-1-2014;Materiele uitgaven;Diensten en middelen;Schoonmaken;;Schoonmaak jan 2014;2335,84
1-1-2014;Materiele uitgaven;Huisvesting;Verbruik van energie en water;;Elektra december 2013;2363,7
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Loopbaanbegeleiding;2420
1-1-2014;Materiele uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;;Huur kantoormachines;2462,09
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Training vaardigheden;2475
1-1-2014;Materiele uitgaven;Diensten en middelen;Consumptieve diensten;;Ingredienten koffiemachines;2555,12
1-1-2014;Materiele uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;;Boeken en abonnementen;2624,1
1-1-2014;Materiele uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;;Huur kantoormachines;2855,6
1-1-2014;Materiele uitgaven;Communicatie;Evenementen en congresorganisatie;;Website;2959,96
1-1-2014;Materiele uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;;Huur kantoormachines;3045,2
1-1-2014;Materiele uitgaven;ICT;Aan externe partij uitbestede ICT dienstverlening;;Ondersteuning intranet en website;3176,25
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;OV abonnementen;3257,48
1-1-2014;Materiele uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;;Lidmaatschap;3400
1-1-2014;Materiele uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;;Lidmaatschap;3887
1-1-2014;Materiele uitgaven;Diensten en middelen;Afvalzorgmanagement;;Afvalverwerking;3938,61
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Inhoudelijke cursus of opleiding;4536
1-1-2014;Materiele uitgaven;Diensten en middelen;Inrichting van gebouwen;;Aanschaf meubilair;4573,8
1-1-2014;Personele uitgaven;Externe inhuur;Uitzendkrachten;;Inhuur postkamer jan 2014;4616,66
1-1-2014;Materiele uitgaven;Uitbesteding;Uitbesteden accountancy en financien;;Inhuur expertise bij aanbesteding;4900,5
1-1-2014;Materiele uitgaven;Diensten en middelen;Schoonmaken;;Schoonmaak jan 2014;5462,1
1-1-2014;Materiele uitgaven;ICT;Aan externe partij uitbestede ICT dienstverlening;;ICT dienstverlening;5927,79
1-1-2014;Materiele uitgaven;Diensten en middelen;Risicobeheersen;;Beveiliging dec 2013;6530,75
1-1-2014;Materiele uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;;Digitale informatiebronnen;7277,06
1-1-2014;Materiele uitgaven;ICT;Beheer, onderhoud programmatuur en software;;Onderhoud / licenties software;7506,11
1-1-2014;Personele uitgaven;Eigen personeel;Reis- en verblijfskosten;;Binnenlandse dienstreizen januari;8097,15
1-1-2014;Materiele uitgaven;Vervoer/ en verblijfskosten;Verblijf extern;;Huur externe vergaderlocatie;10000
1-1-2014;Materiele uitgaven;Huisvesting;Verbruik van energie en water;;Warmte dec 2013;14047,66
1-1-2014;Personele uitgaven;Eigen personeel;Studie en opleiding;;Training vaardigheden;14770
1-1-2014;Materiele uitgaven;Communicatie;Evenementen en congresorganisatie;;Congresorganisatie;17545
1-1-2014;Personele uitgaven;Externe inhuur;Accountancy, financien en administratieve organisatie;;Inhuur t.b.v. onderzoek;18770,13
